PLN;2018;4;1100001100000110000011000001100;                                                                                                            
PLN;2018;5;1010110000011000001100000111001;                                                                                                            
PLN;2018;6;0110000011000001100000110000010;                                                                                                            
PLN;2018;7;1001001100000110000011000001100;                                                                                                            
PLN;2018;8;0001100000110010011000001100000;                                                                                                            
PLN;2018;9;1110000110000011000001100000110;                                                                                                            
PLN;2018;10;0000011100001100000110000011000;                                                                                                            
PLN;2018;11;1011000001110000110001011000000;                                                                                                            
PLN;2018;12;1100000110000011000001101100110;                                                                                                            
QAR;2018;1;1000111000011110001110000111000;                                                                                                            
QAR;2018;2;0111000011101001111000111000000;                                                                                                            
QAR;2018;3;0111000011100001110000111000011;                                                                                                            
QAR;2018;4;1100011100001110000111000011100;                                                                                                            
QAR;2018;5;1001110000111000011100001111000;                                                                                                            
QAR;2018;6;1110000111000011111111110000110;                                                                                                            
QAR;2018;7;1001011100001110000111000011100;                                                                                                            
QAR;2018;8;0011100001110000111000011100001;                                                                                                            
QAR;2018;9;1110001110000111000011100001110;                                                                                                            
QAR;2018;10;0000111100011100001110000111000;                                                                                                            
QAR;2018;11;0111000011110001110001111000010;                                                                                                            
QAR;2018;12;1100001110000111010011101101110;                                                                                                            
SAR;2018;1;1000111000011110001110000111000;                                                                                                            
SAR;2018;2;0111000011100001111000111000000;                                                                                                            
SAR;2018;3;0111000011100001110000111000011;                                                                                                            
SAR;2018;4;1100011100001110000111000011100;                                                                                                            
SAR;2018;5;1001110000111000011100001111000;                                                                                                            
SAR;2018;6;1110000111000111110001110000110;                                                                                                            
SAR;2018;7;1001011100001110000111000011100;                                                                                                            
SAR;2018;8;0011100001110000111111011100001;                                                                                                            
SAR;2018;9;1110001110000111000011100001110;                                                                                                            
SAR;2018;10;0000111100011100001110000111000;                                                                                                            
SAR;2018;11;0111000011110001110001111000010;                                                                                                            
SAR;2018;12;1100001110000111000011101101110;                                                                                                            
SEK;2018;1;1000011000001110000110000011000;                                                                                                            
SEK;2018;2;0011000001100000111000011000000;                                                                                                            
SEK;2018;3;0011000001100000110000011000011;                                                                                                            
SEK;2018;4;1100001100000110000011000001100;                                                                                                            
SEK;2018;5;1000110001011000001100000111000;                                                                                                            
SEK;2018;6;0110010011000001100001110000010;                                                                                                            
SEK;2018;7;1001001100000110000011000001100;                                                                                                            
SEK;2018;8;0001100000110000011000001100000;                                                                                                            
SEK;2018;9;1110000110000011000001100000110;                                                                                                            
SEK;2018;10;0000011100001100000110000011000;                                                                                                            
SEK;2018;11;0011000001110000110001011000000;                                                                                                            
SEK;2018;12;1100000110000011000001111100111;                                                                                                            
SGD;2018;1;1000011000001110000110000011000;                                                                                                            
SGD;2018;2;0011000001100001111000011000000;                                                                                                            
SGD;2018;3;0011000001100000110000011000011;                                                                                                            
SGD;2018;4;1100001100000110000011000001100;                                                                                                            
SGD;2018;5;1000110000011000001100000111100;                                                                                                            
SGD;2018;6;0110000011000011100000110000010;                                                                                                            
SGD;2018;7;1001001100000110000011000001100;                                                                                                            
SGD;2018;8;0001100010110000011001001100000;                                                                                                            
SGD;2018;9;1110000110000011000001100000110;                                                                                                            
SGD;2018;10;0000011100001100000110000011000;                                                                                                            
SGD;2018;11;0011010001110000110001011000000;                                                                                                            
SGD;2018;12;1100000110000011000001101100110;                                                                                                            
THB;2018;1;1100011000001110000110000011000;                                                                                                            
THB;2018;2;0011000001100000111000011000000;                                                                                                            
THB;2018;3;1011000001100000110000011000011;                                                                                                            
THB;2018;4;1100011100001111000011000001100;                                                                                                            
THB;2018;5;1000110000011000001100000111100;                                                                                                            
THB;2018;6;0110000011000001100000110000010;                                                                                                            
THB;2018;7;1001001100000110000011000011110;                                                                                                            
THB;2018;8;0001100000111000011000001100000;                                                                                                            
THB;2018;9;1110000110000011000001100000110;                                                                                                            
THB;2018;10;0000011100001110000110100011000;                                                                                                            
THB;2018;11;0011000001110000110001011000000;                                                                                                            
THB;2018;12;1100100111000011000001101100111;                                                                                                            
TRY;2018;1;1000011000001110000110000011000;                                                                                                            
TRY;2018;2;0011000001100000111000011000000;                                                                                                            
TRY;2018;3;0011000001100000110000011000011;                                                                                                            
TRY;2018;4;1100001100000110000011100001100;                                                                                                            
TRY;2018;5;1000110000011000001100000111000;                                                                                                            
TRY;2018;6;0110000011000011100000110000010;                                                                                                            
